sample_id,species_common_name,species_scientific_name,species_height_max,species_k,age_years,pruning_count,soil_depth,soil_inclination,soil_quality,soil_coverage,annual_rainfall,altitude,avg_temperature,has_fertilization,has_irrigation,nearby_trees_count,avg_neighbor_distance,wire_context,wire_height,fibonacci_modifier,canopy_ratio,soil_modifier,climate_modifier,management_modifier,total_modifier,estimated_height,annual_growth_m,height_next_year,days_to_wire,risk_status,will_reach_wire
2711,Craibeira,Tabebuia aurea,10.0,0.12,0.5,2,0.77,38.53,BAD,0.84,504.9,622.9,25.6,0,0,10,5.9,RURAL_DISTRIBUTION,7.0,0.9068,0.9894,0.2239,0.9209,1.0,0.1697,0.1,0.2,0.3,-1,NORMAL,0
2712,Catingueira,Caesalpinia pyramidalis,8.0,0.15,37.59,4,0.37,39.93,GOOD,0.54,749.0,664.0,23.8,0,0,7,2.9,URBAN_LOW_VOLTAGE,5.5,0.7819,0.9404,0.1933,0.9658,1.0,0.1297,4.15,0.074,4.22,24210,TO_PRUNE,1
2713,Croton,Croton blanchetianus,5.0,0.25,5.12,2,1.03,42.91,REGULAR,0.88,503.0,685.6,31.1,0,0,10,1.8,URBAN_LOW_VOLTAGE,5.5,0.9068,0.77,0.3864,0.9206,1.0,0.2645,1.44,0.228,1.67,-1,NORMAL,0
2714,Angico,Anadenanthera colubrina,18.0,0.09,38.72,3,1.26,33.05,GOOD,0.59,378.2,213.6,30.3,1,0,1,17.7,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.2059,0.6608,0.9756,1.08,0.5747,15.57,0.122,15.69,0,CRITICAL,1
2715,Piptadenia,Piptadenia moniliformis,7.0,0.18,13.54,1,0.54,34.62,GOOD,0.0,499.1,470.9,27.9,0,1,7,10.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1216,0.3738,0.9998,1.1,0.3618,4.1,0.183,4.28,-1,TO_PRUNE,0
2716,Algaroba,Prosopis juliflora,7.0,0.18,0.5,1,0.46,6.33,GOOD,0.21,731.2,204.4,24.7,1,0,4,17.7,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1638,0.3273,1.0462,1.08,0.3312,0.21,0.393,0.6,-1,NORMAL,0
2717,Cenostigma,Cenostigma pyramidale,7.0,0.16,12.63,0,1.28,4.66,REGULAR,0.6,738.9,556.7,23.4,0,1,4,7.9,URBAN_LOW_VOLTAGE,5.5,1.0,1.1638,0.6715,1.0478,1.1,0.7565,5.48,0.173,5.65,-1,UNDER_OBSERVATION,0
2718,Angico,Anadenanthera colubrina,18.0,0.09,9.16,2,1.32,0.18,BAD,0.39,844.2,632.8,33.0,0,0,3,16.5,RURAL_DISTRIBUTION,7.0,0.9068,1.1778,0.583,0.9833,1.0,0.5111,6.19,0.531,6.72,930,UNDER_OBSERVATION,1
2719,Oiticica,Licania rigida,15.0,0.08,0.5,8,1.53,17.67,BAD,0.07,635.8,321.3,23.1,1,1,7,7.2,URBAN_LOW_VOLTAGE,5.5,0.72,1.1098,0.7224,1.0272,1.18,0.6026,0.36,0.689,1.05,4770,NORMAL,1
2720,Piptadenia,Piptadenia moniliformis,8.0,0.14,0.5,6,0.83,12.29,GOOD,0.0,678.5,664.3,26.1,1,0,2,11.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1919,0.6323,0.9528,1.08,0.4634,0.26,0.486,0.75,-1,NORMAL,0
2721,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,3,0.77,16.84,BAD,0.86,250.0,683.1,29.0,1,1,4,9.7,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1638,0.243,0.6624,1.18,0.1541,0.1,0.196,0.3,28710,NORMAL,1
2722,Piptadenia,Piptadenia moniliformis,7.0,0.18,14.84,7,0.35,19.26,GOOD,0.31,785.7,397.3,26.7,1,1,2,6.1,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1761,0.2253,1.0571,1.18,0.1988,2.88,0.145,3.02,-1,NORMAL,0
2723,Angico,Anadenanthera colubrina,18.0,0.09,5.71,2,1.87,39.22,BAD,0.88,560.5,394.0,27.0,1,0,9,9.8,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.0934,0.427,1.0121,1.08,0.4018,3.36,0.52,3.88,3030,NORMAL,1
2724,Croton,Croton blanchetianus,9.0,0.2,0.5,5,0.6,5.18,BAD,0.63,844.6,192.1,25.9,0,0,0,13.5,URBAN_LOW_VOLTAGE,5.5,0.7244,1.22,0.2285,1.0689,1.0,0.1769,0.16,0.307,0.47,16920,NORMAL,1
2725,Juazeiro,Ziziphus joazeiro,10.0,0.12,26.64,0,0.58,3.91,GOOD,0.72,879.4,546.0,25.7,0,1,9,12.9,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.0934,0.3188,1.0759,1.1,0.3582,6.82,0.134,6.95,0,CRITICAL,1
2726,Juazeiro,Ziziphus joazeiro,7.0,0.18,0.5,0,0.69,37.83,REGULAR,0.04,690.2,225.0,28.6,0,1,0,16.3,URBAN_LOW_VOLTAGE,5.5,1.0,1.22,0.4133,1.038,1.1,0.4719,0.29,0.546,0.84,-1,NORMAL,0
2727,Algaroba,Prosopis juliflora,18.0,0.09,0.5,8,1.65,16.61,BAD,0.15,837.2,123.0,23.7,0,1,6,17.4,URBAN_LOW_VOLTAGE,5.5,0.72,1.1356,0.7005,1.0674,1.1,0.5722,0.46,0.88,1.34,3420,NORMAL,1
2728,Croton,Croton blanchetianus,5.0,0.25,32.48,4,1.28,41.32,GOOD,0.7,887.4,280.2,25.5,1,0,1,3.9,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1857,0.6068,1.0775,1.08,0.5446,4.94,0.008,4.95,-1,UNDER_OBSERVATION,0
2729,Carnauba,Copernicia prunifera,13.0,0.16,0.5,4,1.59,31.44,BAD,0.84,847.3,601.1,27.7,1,0,9,12.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.0934,0.454,0.9839,1.08,0.3581,0.37,0.703,1.07,5790,NORMAL,1
2730,Apuleia,Apuleia leiocarpa,20.0,0.08,40.0,5,1.67,3.68,BAD,0.27,879.1,65.4,26.8,0,0,3,7.5,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1778,0.6984,1.0758,1.0,0.5351,16.39,0.151,16.54,0,CRITICAL,1
2731,Apuleia,Apuleia leiocarpa,20.0,0.08,16.05,2,0.49,42.0,GOOD,0.18,433.7,575.6,25.6,1,1,3,15.0,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1778,0.3032,0.9867,1.18,0.3147,6.65,0.332,6.98,0,CRITICAL,1
2732,Craibeira,Tabebuia aurea,14.0,0.11,30.17,8,1.09,16.89,GOOD,0.31,995.3,566.2,25.9,0,0,6,6.9,URBAN_LOW_VOLTAGE,5.5,0.72,1.1154,0.7086,1.08,1.0,0.528,11.57,0.137,11.71,0,CRITICAL,1
2733,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,6,1.02,24.69,REGULAR,0.2,515.1,252.2,29.4,0,0,1,1.6,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1727,0.6033,1.003,1.0,0.4276,0.25,0.471,0.72,-1,NORMAL,0
2734,Juazeiro,Ziziphus joazeiro,10.0,0.12,12.68,4,0.7,17.3,REGULAR,0.87,792.9,90.7,27.2,0,1,8,12.3,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1075,0.296,1.0586,1.1,0.2574,3.24,0.206,3.45,8820,NORMAL,1
2735,Croton,Croton blanchetianus,15.0,0.1,0.5,4,1.78,18.03,BAD,0.81,536.9,648.1,27.4,0,1,9,6.0,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0175,0.4903,0.9268,1.1,0.3592,0.27,0.52,0.79,6510,NORMAL,1
2736,Catingueira,Caesalpinia pyramidalis,8.0,0.15,1.99,0,1.01,14.66,BAD,0.49,824.2,185.6,23.0,0,1,6,6.3,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.0951,0.3998,1.0648,1.1,0.4449,0.99,0.453,1.44,-1,NORMAL,0
2737,Oiticica,Licania rigida,15.0,0.1,31.99,7,0.89,15.15,BAD,0.51,798.4,38.1,23.8,0,0,9,3.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,0.8758,0.3479,1.0597,1.0,0.2289,7.79,0.163,7.95,0,CRITICAL,1
2738,Cenostigma,Cenostigma pyramidale,12.0,0.18,0.5,5,1.33,37.33,GOOD,0.49,475.4,274.6,23.2,0,0,1,10.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.2059,0.7224,0.9951,1.0,0.5178,0.55,1.019,1.57,4020,NORMAL,1
2739,Angico,Anadenanthera colubrina,18.0,0.09,33.12,5,0.74,25.41,GOOD,0.23,672.2,717.9,29.3,0,0,7,11.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1216,0.482,0.9517,1.0,0.3192,11.05,0.197,11.25,0,CRITICAL,1
2740,Geoffroea,Geoffroea spinosa,10.0,0.12,17.23,3,0.6,3.64,REGULAR,0.04,796.7,428.5,26.5,0,1,5,16.6,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1497,0.4154,1.0593,1.1,0.3905,5.54,0.204,5.74,0,CRITICAL,1
2741,Juazeiro,Ziziphus joazeiro,8.0,0.15,0.5,7,1.01,39.72,GOOD,0.49,663.7,254.2,23.9,1,0,0,5.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.22,0.5426,1.0327,1.08,0.4357,0.26,0.49,0.75,-1,NORMAL,0
2742,Croton,Croton blanchetianus,12.0,0.18,0.5,6,0.84,4.16,REGULAR,0.23,996.6,721.7,26.1,1,0,9,8.0,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0934,0.5333,0.9936,1.08,0.3913,0.42,0.788,1.21,4590,NORMAL,1
2743,Croton,Croton blanchetianus,5.0,0.25,1.29,1,1.98,29.67,REGULAR,0.03,250.0,392.0,25.3,1,0,9,17.6,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.0934,0.9433,0.72,1.08,0.638,0.93,0.6,1.53,-1,NORMAL,0
2744,Nim,Azadirachta indica,13.0,0.16,40.58,6,1.56,21.87,BAD,0.14,575.3,32.4,29.0,1,1,9,11.3,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0934,0.6882,1.0151,1.18,0.5636,12.67,0.028,12.7,0,CRITICAL,1
2745,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,35.37,1,0.47,5.89,REGULAR,0.68,889.4,225.7,29.6,0,0,9,3.8,URBAN_LOW_VOLTAGE,5.5,0.9161,0.9061,0.2343,1.0779,1.0,0.2023,6.85,0.085,6.93,0,CRITICAL,1
2746,Angico,Anadenanthera colubrina,8.0,0.14,0.5,3,0.91,40.66,GOOD,0.08,498.3,315.5,23.9,1,0,7,16.7,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1216,0.5923,0.9997,1.08,0.5099,0.28,0.532,0.81,-1,NORMAL,0
2747,Juazeiro,Ziziphus joazeiro,10.0,0.12,0.71,2,1.39,40.82,GOOD,0.15,1113.1,57.9,25.0,0,1,1,10.5,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.2059,0.8765,1.08,1.1,0.9389,0.77,0.983,1.75,3000,NORMAL,1
2748,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,10.29,1,1.59,15.31,REGULAR,0.63,515.6,703.5,29.4,1,0,1,7.2,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.2043,0.7469,0.9229,1.08,0.6777,6.77,0.283,7.05,0,CRITICAL,1
2749,Croton,Croton blanchetianus,5.0,0.25,18.97,5,1.92,21.01,GOOD,0.34,416.3,652.4,25.3,0,1,8,13.3,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1075,0.9522,0.9046,1.1,0.6555,4.78,0.033,4.81,-1,UNDER_OBSERVATION,0
2750,Catingueira,Caesalpinia pyramidalis,8.0,0.15,23.28,1,1.71,37.06,REGULAR,0.3,250.0,612.4,28.4,0,0,3,6.3,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1576,0.8079,0.6624,1.0,0.478,6.49,0.104,6.59,0,CRITICAL,1
2751,Croton,Croton blanchetianus,10.0,0.12,0.5,4,1.99,31.91,BAD,0.33,683.0,361.6,28.5,0,1,3,8.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1778,0.603,1.0366,1.1,0.5285,0.31,0.595,0.91,8910,NORMAL,1
2752,Piptadenia,Piptadenia moniliformis,15.0,0.08,0.5,3,0.82,16.51,REGULAR,0.62,667.6,882.0,32.7,0,0,0,2.3,URBAN_LOW_VOLTAGE,5.5,0.8301,1.22,0.4054,0.9508,1.0,0.32,0.19,0.374,0.56,9210,NORMAL,1
2753,Juazeiro,Ziziphus joazeiro,18.0,0.09,0.5,7,0.46,44.61,REGULAR,0.21,322.4,667.6,32.9,0,1,10,13.8,RURAL_DISTRIBUTION,7.0,0.7199,1.0794,0.2476,0.6624,1.1,0.1226,0.1,0.196,0.3,23610,NORMAL,1
2754,Juazeiro,Ziziphus joazeiro,20.0,0.08,0.5,2,1.05,38.01,BAD,0.84,802.9,391.1,26.6,0,0,10,17.2,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.0794,0.3061,1.0606,1.0,0.2778,0.22,0.435,0.66,8040,NORMAL,1
2755,Nim,Azadirachta indica,10.0,0.12,0.5,3,0.43,3.5,BAD,0.78,841.9,832.7,25.5,1,1,8,14.9,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1075,0.1507,0.9829,1.18,0.1386,0.08,0.164,0.24,34620,NORMAL,1
2756,Carnauba,Copernicia prunifera,7.0,0.16,0.5,5,0.66,30.85,GOOD,0.12,1144.0,222.5,27.5,0,0,5,14.5,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1497,0.4412,1.08,1.0,0.3355,0.19,0.356,0.55,-1,NORMAL,0
2757,Carnauba,Copernicia prunifera,8.0,0.15,1.37,0,1.14,44.88,BAD,0.74,818.1,436.3,26.2,1,0,8,10.9,URBAN_LOW_VOLTAGE,5.5,1.0,1.1075,0.3428,1.0636,1.08,0.3761,0.6,0.406,1.01,15210,NORMAL,1
2758,Juazeiro,Ziziphus joazeiro,12.0,0.18,0.5,4,0.88,10.64,REGULAR,0.24,576.2,253.5,30.5,0,0,2,4.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1547,0.5418,1.0152,1.0,0.4188,0.44,0.839,1.28,5010,NORMAL,1
2759,Bauhinia,Bauhinia,7.0,0.18,0.5,4,0.77,35.51,BAD,0.72,727.2,710.9,25.6,1,1,5,2.8,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0175,0.2447,0.9618,1.18,0.1996,0.12,0.243,0.36,-1,NORMAL,0
2760,Nim,Azadirachta indica,8.0,0.15,0.5,1,0.74,17.07,GOOD,0.43,250.0,95.1,24.1,1,1,4,12.4,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1638,0.4529,0.72,1.18,0.3446,0.2,0.393,0.59,17100,NORMAL,1
2761,Oiticica,Licania rigida,15.0,0.1,33.13,5,0.85,16.51,BAD,0.83,569.2,29.2,26.2,0,0,9,17.4,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0934,0.2739,1.0138,1.0,0.191,7.03,0.151,7.18,0,CRITICAL,1
2762,Craibeira,Tabebuia aurea,8.0,0.14,0.5,6,0.57,32.15,REGULAR,0.87,1069.3,738.7,27.3,0,0,5,1.7,URBAN_LOW_VOLTAGE,5.5,0.7202,0.9866,0.2261,0.9936,1.0,0.1467,0.08,0.161,0.24,-1,NORMAL,0
2763,Carnauba,Copernicia prunifera,15.0,0.08,28.92,5,0.88,16.35,REGULAR,0.46,523.7,253.3,23.3,1,0,1,9.2,RURAL_DISTRIBUTION,7.0,0.7244,1.2059,0.4749,1.0047,1.08,0.3712,8.65,0.186,8.84,0,CRITICAL,1
2764,Apuleia,Apuleia leiocarpa,20.0,0.08,7.71,7,1.79,7.97,GOOD,0.74,250.0,380.4,29.6,1,1,5,4.9,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0766,0.8078,0.72,1.18,0.4657,4.99,0.549,5.54,510,UNDER_OBSERVATION,1
2765,Piptadenia,Piptadenia moniliformis,18.0,0.09,0.5,8,0.74,14.59,REGULAR,0.72,270.5,143.0,31.4,1,0,3,2.8,RURAL_DISTRIBUTION,7.0,0.72,1.0985,0.3478,0.72,1.08,0.1853,0.15,0.295,0.44,15540,NORMAL,1
2766,Apuleia,Apuleia leiocarpa,20.0,0.08,27.5,0,1.24,23.42,BAD,0.21,768.0,646.8,25.9,1,1,6,16.6,URBAN_LOW_VOLTAGE,5.5,1.0,1.1356,0.5432,0.9693,1.18,0.6004,14.66,0.25,14.91,0,CRITICAL,1
2767,Geoffroea,Geoffroea spinosa,14.0,0.11,0.5,8,0.57,7.41,BAD,0.37,460.3,36.2,28.6,1,1,9,12.4,URBAN_LOW_VOLTAGE,5.5,0.72,1.0934,0.2471,0.9921,1.18,0.1977,0.15,0.298,0.45,12060,NORMAL,1
2768,Croton,Croton blanchetianus,5.0,0.25,16.08,0,1.54,6.35,GOOD,0.33,543.4,622.4,21.3,1,1,9,5.2,URBAN_LOW_VOLTAGE,5.5,1.0,0.977,1.0162,0.928,1.18,1.0046,4.91,0.02,4.93,-1,UNDER_OBSERVATION,0
2769,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,41.25,4,0.79,9.47,GOOD,0.24,567.2,565.2,20.8,1,0,0,16.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.22,0.5474,1.0134,1.08,0.4684,8.81,0.017,8.83,0,CRITICAL,1
2770,Juazeiro,Ziziphus joazeiro,10.0,0.12,0.5,8,1.73,39.57,REGULAR,0.29,871.2,32.1,28.2,0,0,8,9.8,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.1075,0.8025,1.0742,1.0,0.5927,0.35,0.663,1.01,7920,NORMAL,1
2771,Croton,Croton blanchetianus,5.0,0.25,7.17,8,1.38,25.16,BAD,0.64,974.3,485.0,23.6,1,0,8,7.2,RURAL_DISTRIBUTION,7.0,0.72,1.094,0.4812,1.08,1.08,0.3837,2.49,0.23,2.72,-1,NORMAL,0
2772,Algaroba,Prosopis juliflora,12.0,0.18,14.47,3,1.57,19.14,REGULAR,0.78,868.4,712.9,27.0,0,0,0,15.9,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.22,0.6721,0.9878,1.0,0.5511,9.14,0.27,9.41,0,CRITICAL,1
2773,Geoffroea,Geoffroea spinosa,10.0,0.12,16.05,2,1.4,13.22,GOOD,0.8,646.4,219.6,31.0,0,0,4,9.9,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1638,0.7054,1.0293,1.0,0.6436,7.1,0.216,7.32,0,CRITICAL,1
2774,Cenostigma,Cenostigma pyramidale,7.0,0.16,27.09,5,1.77,7.68,REGULAR,0.5,673.4,58.8,24.1,0,1,0,12.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.22,0.8277,1.0347,1.1,0.6824,6.64,0.037,6.68,0,CRITICAL,1
2775,Carnauba,Copernicia prunifera,15.0,0.08,21.1,5,1.74,3.49,BAD,0.85,933.0,137.7,21.4,1,0,10,2.5,URBAN_LOW_VOLTAGE,5.5,0.7244,0.7981,0.5069,1.08,1.08,0.356,6.78,0.231,7.01,0,CRITICAL,1
2776,Craibeira,Tabebuia aurea,8.0,0.14,0.5,6,1.47,10.34,BAD,0.62,924.7,701.5,27.7,1,0,8,6.5,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0625,0.5516,0.9936,1.08,0.3994,0.22,0.423,0.64,15780,NORMAL,1
2777,Angico,Anadenanthera colubrina,18.0,0.09,22.32,7,0.77,19.5,GOOD,0.7,566.0,350.1,32.4,1,0,10,8.8,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0794,0.4019,1.0132,1.08,0.2988,8.12,0.262,8.38,0,CRITICAL,1
2778,Bauhinia,Bauhinia,15.0,0.08,0.5,1,0.46,18.22,BAD,0.33,696.3,454.7,26.9,1,0,4,13.6,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1638,0.1946,1.0393,1.08,0.1956,0.12,0.231,0.35,15210,NORMAL,1
2779,Catingueira,Caesalpinia pyramidalis,12.0,0.18,0.5,0,0.58,41.58,BAD,0.47,1024.4,523.0,28.9,0,0,1,13.7,URBAN_LOW_VOLTAGE,5.5,1.0,1.2059,0.2063,1.08,1.0,0.2216,0.24,0.46,0.7,8310,NORMAL,1
2780,Cenostigma,Cenostigma pyramidale,14.0,0.11,0.5,4,1.49,4.2,REGULAR,0.62,727.4,537.5,23.8,0,0,2,5.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1716,0.7743,1.0455,1.0,0.6208,0.47,0.893,1.36,4230,NORMAL,1
2781,Craibeira,Tabebuia aurea,14.0,0.11,38.58,7,1.57,22.9,GOOD,0.67,729.4,414.8,29.0,1,0,5,6.0,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1075,0.7918,1.0459,1.08,0.6149,12.97,0.067,13.04,0,CRITICAL,1
2782,Algaroba,Prosopis juliflora,12.0,0.18,42.66,6,1.36,4.86,REGULAR,0.74,796.8,404.0,35.3,0,1,2,10.9,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1919,0.6569,0.8263,1.1,0.4252,11.54,0.034,11.57,0,CRITICAL,1
2783,Cenostigma,Cenostigma pyramidale,7.0,0.16,10.98,1,1.52,23.55,REGULAR,0.88,705.4,629.2,28.8,0,1,5,15.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1497,0.6185,0.9578,1.1,0.5802,4.47,0.224,4.69,-1,TO_PRUNE,0
2784,Carnauba,Copernicia prunifera,15.0,0.08,0.5,8,1.52,14.5,BAD,0.77,713.3,510.3,23.3,1,0,10,7.7,RURAL_DISTRIBUTION,7.0,0.72,1.0794,0.5102,1.0427,1.08,0.3904,0.23,0.454,0.68,11010,NORMAL,1
2785,Craibeira,Tabebuia aurea,14.0,0.11,28.0,4,0.48,39.39,REGULAR,0.73,683.9,272.0,25.6,1,0,6,16.3,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1356,0.2013,1.0368,1.08,0.1703,5.71,0.154,5.86,0,CRITICAL,1
2786,Algaroba,Prosopis juliflora,12.0,0.18,40.37,2,0.72,23.29,GOOD,0.86,476.2,27.5,29.6,0,1,6,6.7,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1086,0.3346,0.9952,1.1,0.3174,10.8,0.067,10.87,0,CRITICAL,1
2787,Juazeiro,Ziziphus joazeiro,7.0,0.18,0.5,2,0.51,23.13,GOOD,0.36,560.3,211.0,29.6,1,0,3,6.5,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1609,0.3152,1.0121,1.08,0.3051,0.19,0.364,0.55,-1,NORMAL,0
2788,Geoffroea,Geoffroea spinosa,13.0,0.16,0.5,3,1.25,42.04,BAD,0.07,923.0,543.5,27.7,0,0,10,17.3,URBAN_LOW_VOLTAGE,5.5,0.8301,1.0794,0.5364,1.08,1.0,0.4538,0.46,0.878,1.34,3900,NORMAL,1
2789,Piptadenia,Piptadenia moniliformis,7.0,0.18,13.9,6,0.5,26.27,REGULAR,0.07,703.3,467.9,29.8,0,1,5,13.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1497,0.3112,1.0407,1.1,0.2494,3.25,0.165,3.42,-1,NORMAL,0
2790,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,4,0.74,5.91,REGULAR,0.03,480.3,474.0,28.8,1,1,4,4.2,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0895,0.5099,0.9961,1.18,0.4442,0.28,0.545,0.83,8010,NORMAL,1
2791,Oiticica,Licania rigida,14.0,0.11,0.5,7,0.73,38.69,REGULAR,0.58,741.0,405.4,25.5,0,0,6,12.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1356,0.3351,1.0482,1.0,0.2443,0.19,0.366,0.56,11130,NORMAL,1
2792,Oiticica,Licania rigida,15.0,0.1,0.59,7,1.13,42.97,BAD,0.6,690.4,466.8,27.8,1,0,5,9.2,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1497,0.3721,1.0381,1.08,0.2919,0.26,0.424,0.68,8010,NORMAL,1
2793,Carnauba,Copernicia prunifera,13.0,0.16,0.5,0,0.61,24.04,BAD,0.53,416.0,663.6,28.7,0,0,7,17.0,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1216,0.2272,0.9045,1.0,0.1974,0.2,0.398,0.6,10680,NORMAL,1
2794,Nim,Azadirachta indica,10.0,0.12,0.5,6,0.56,24.34,BAD,0.72,637.0,598.2,28.9,0,1,3,16.3,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1778,0.1869,1.0274,1.1,0.1496,0.09,0.176,0.27,26280,NORMAL,1
2795,Croton,Croton blanchetianus,5.0,0.25,0.5,0,0.41,20.08,BAD,0.3,827.9,787.8,26.8,0,1,7,13.3,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1216,0.1746,0.9803,1.1,0.1809,0.11,0.216,0.33,-1,NORMAL,0
2796,Croton,Croton blanchetianus,8.0,0.15,0.5,7,1.91,31.54,REGULAR,0.57,744.6,646.3,24.6,0,0,10,12.7,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0794,0.7207,0.965,1.0,0.4725,0.28,0.528,0.81,12390,NORMAL,1
2797,Carnauba,Copernicia prunifera,15.0,0.08,10.04,4,0.51,24.0,GOOD,0.7,1054.9,36.1,31.2,0,0,3,9.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1778,0.2612,1.08,1.0,0.2168,2.4,0.217,2.62,10860,NORMAL,1
2798,Craibeira,Tabebuia aurea,9.0,0.2,0.5,3,1.05,9.9,GOOD,0.84,825.7,45.4,30.2,0,1,5,10.8,RURAL_DISTRIBUTION,7.0,0.8301,1.1497,0.5227,1.0651,1.1,0.4941,0.43,0.806,1.24,-1,NORMAL,0
2799,Juazeiro,Ziziphus joazeiro,10.0,0.12,31.39,2,1.79,21.64,GOOD,0.56,431.2,796.6,29.4,1,0,9,3.1,URBAN_LOW_VOLTAGE,5.5,0.9068,0.8707,0.8472,0.9073,1.08,0.6476,9.13,0.065,9.2,0,CRITICAL,1
2800,Angico,Anadenanthera colubrina,8.0,0.14,0.5,8,1.01,8.84,GOOD,0.69,804.0,529.3,27.4,1,1,9,17.2,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.0934,0.5541,1.0608,1.18,0.4741,0.26,0.497,0.76,-1,NORMAL,0
2801,Geoffroea,Geoffroea spinosa,10.0,0.12,11.91,4,1.3,5.4,REGULAR,0.07,507.4,166.5,28.7,1,1,3,1.7,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0799,0.8823,1.0015,1.18,0.7696,6.67,0.294,6.96,0,CRITICAL,1
2802,Algaroba,Prosopis juliflora,12.0,0.18,23.88,2,0.87,13.56,GOOD,0.01,250.0,836.2,29.7,1,0,1,12.8,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.2059,0.6565,0.6624,1.08,0.4235,10.06,0.142,10.2,0,CRITICAL,1
2803,Oiticica,Licania rigida,7.0,0.18,0.5,1,1.49,9.97,GOOD,0.66,392.7,497.1,26.2,1,1,2,9.2,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1919,0.8282,0.9785,1.18,0.8662,0.52,0.936,1.46,5280,NORMAL,1
2804,Carnauba,Copernicia prunifera,15.0,0.08,31.67,6,0.35,8.49,REGULAR,0.86,925.5,817.6,22.4,0,1,8,5.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.0085,0.1544,0.9936,1.1,0.1113,4.07,0.109,4.18,12660,NORMAL,1
